source_id,title,provider,catalog_url,tasks,annotation_types,modalities,yolo_readiness,sam3_readiness,license,commercial_use,access,estimated_size,priority,summary,risk_notes,discovery_origin,last_seen_at
huggingface:Katteryna/automotive-tools-instance-segmentation-demo,Katteryna/automotive-tools-instance-segmentation-demo,Hugging Face Hub,https://huggingface.co/datasets/Katteryna/automotive-tools-instance-segmentation-demo,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:Katteryna/Automotive_Hand_Tools_Instance_Segmentation,Katteryna/Automotive_Hand_Tools_Instance_Segmentation,Hugging Face Hub,https://huggingface.co/datasets/Katteryna/Automotive_Hand_Tools_Instance_Segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:KIT-MRT/KITScenes-Multimodal-Sample,KIT-MRT/KITScenes-Multimodal-Sample,Hugging Face Hub,https://huggingface.co/datasets/KIT-MRT/KITScenes-Multimodal-Sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:kumapo/coco_dataset_script,kumapo/coco_dataset_script,Hugging Face Hub,https://huggingface.co/datasets/kumapo/coco_dataset_script,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:laion/relaion-coco,laion/relaion-coco,Hugging Face Hub,https://huggingface.co/datasets/laion/relaion-coco,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:llama-farm/military-labeled-yolo,llama-farm/military-labeled-yolo,Hugging Face Hub,https://huggingface.co/datasets/llama-farm/military-labeled-yolo,object-detection,YOLO (directory tag),image or multimodal; inspect dataset card,native_yolo,box_prompt_convertible,cc0-1.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,Hugging Face Hub,https://huggingface.co/datasets/lllbbb123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,Hugging Face Hub,https://huggingface.co/datasets/lmr-123/ROI-1555_Rebar_Detection_and_Instance_Segmentation_Dataset,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_coord_feat_10,LRGB/coco_superpixels_edge_wt_coord_feat_10,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_coord_feat_10,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_only_coord_10,LRGB/coco_superpixels_edge_wt_only_coord_10,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_coord_10,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_only_coord_30,LRGB/coco_superpixels_edge_wt_only_coord_30,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_coord_30,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_only_feat_30,LRGB/coco_superpixels_edge_wt_only_feat_30,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_only_feat_30,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_region_boundary_10,LRGB/coco_superpixels_edge_wt_region_boundary_10,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_region_boundary_10,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:LRGB/coco_superpixels_edge_wt_region_boundary_30,LRGB/coco_superpixels_edge_wt_region_boundary_30,Hugging Face Hub,https://huggingface.co/datasets/LRGB/coco_superpixels_edge_wt_region_boundary_30,graph-ml,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:Luka-Wang/COCO,Luka-Wang/COCO,Hugging Face Hub,https://huggingface.co/datasets/Luka-Wang/COCO,token-classification,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,Hugging Face Hub,https://huggingface.co/datasets/mehmetkeremturkcan/SAM3-Joint-Surgical-Dataset,image-segmentation | object-detection,COCO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,coco_convertible,mask_ready,other,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:merve/coco,merve/coco,Hugging Face Hub,https://huggingface.co/datasets/merve/coco,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:Mindgard/evaded-prompt-injection-and-jailbreak-samples,Mindgard/evaded-prompt-injection-and-jailbreak-samples,Hugging Face Hub,https://huggingface.co/datasets/Mindgard/evaded-prompt-injection-and-jailbreak-samples,text-classification | text-generation,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:moritzef/mapillary_vistas_semantic_edges_and_segmentation,moritzef/mapillary_vistas_semantic_edges_and_segmentation,Hugging Face Hub,https://huggingface.co/datasets/moritzef/mapillary_vistas_semantic_edges_and_segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,Hugging Face Hub,https://huggingface.co/datasets/moritzef/mapillary_vistas_semantic_edges_and_segmentation_test,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:moritzef/semantic_edges_and_segmentation_placepulse,moritzef/semantic_edges_and_segmentation_placepulse,Hugging Face Hub,https://huggingface.co/datasets/moritzef/semantic_edges_and_segmentation_placepulse,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:moritzef/semantic_edges_and_segmentation_placepulse_test,moritzef/semantic_edges_and_segmentation_placepulse_test,Hugging Face Hub,https://huggingface.co/datasets/moritzef/semantic_edges_and_segmentation_placepulse_test,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,Hugging Face Hub,https://huggingface.co/datasets/MortenTabaka/LandCover-Aerial-Imagery-for-semantic-segmentation,image-segmentation,segmentation (directory tag),image or multimodal; inspect dataset card,review_required,mask_ready,cc-by-nc-sa-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:MouthCare/intraoral-sample,MouthCare/intraoral-sample,Hugging Face Hub,https://huggingface.co/datasets/MouthCare/intraoral-sample,image-segmentation,COCO (directory tag) | segmentation (directory tag),image or multimodal; inspect dataset card,coco_convertible,mask_ready,other,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:mukilanvk/YOLO,mukilanvk/YOLO,Hugging Face Hub,https://huggingface.co/datasets/mukilanvk/YOLO,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:mukilanvk/yolo1,mukilanvk/yolo1,Hugging Face Hub,https://huggingface.co/datasets/mukilanvk/yolo1,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:mzellou/yolo-windmill-fr,mzellou/yolo-windmill-fr,Hugging Face Hub,https://huggingface.co/datasets/mzellou/yolo-windmill-fr,object-detection,unknown,image or multimodal; inspect dataset card,conversion_required,box_prompt_convertible,etalab-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:natealberti/ChestX-Det-semantic-segmentation,natealberti/ChestX-Det-semantic-segmentation,Hugging Face Hub,https://huggingface.co/datasets/natealberti/ChestX-Det-semantic-segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:nazmi/yolov8-combined,nazmi/yolov8-combined,Hugging Face Hub,https://huggingface.co/datasets/nazmi/yolov8-combined,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,bsd,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:nekofura/yolo_project,nekofura/yolo_project,Hugging Face Hub,https://huggingface.co/datasets/nekofura/yolo_project,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:nielsr/coco-panoptic-categories,nielsr/coco-panoptic-categories,Hugging Face Hub,https://huggingface.co/datasets/nielsr/coco-panoptic-categories,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:nielsr/coco-panoptic-val2017,nielsr/coco-panoptic-val2017,Hugging Face Hub,https://huggingface.co/datasets/nielsr/coco-panoptic-val2017,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:nielsr/ship-detection-sliced-yolo-format-train-only,nielsr/ship-detection-sliced-yolo-format-train-only,Hugging Face Hub,https://huggingface.co/datasets/nielsr/ship-detection-sliced-yolo-format-train-only,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:nielsr/ship-detection-yolov5-format,nielsr/ship-detection-yolov5-format,Hugging Face Hub,https://huggingface.co/datasets/nielsr/ship-detection-yolov5-format,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:nielsr/yolov5-predictions,nielsr/yolov5-predictions,Hugging Face Hub,https://huggingface.co/datasets/nielsr/yolov5-predictions,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:nvidia/Nemotron-Pretraining-Dataset-sample,nvidia/Nemotron-Pretraining-Dataset-sample,Hugging Face Hub,https://huggingface.co/datasets/nvidia/Nemotron-Pretraining-Dataset-sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,other,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,Hugging Face Hub,https://huggingface.co/datasets/Peter0716/Prototype_Coreset-Simple_Coreset_Selection_for_Instance_Segmentation_Before_Annotation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:Project-AgML/cabbage_instance_segmentation,Project-AgML/cabbage_instance_segmentation,Hugging Face Hub,https://huggingface.co/datasets/Project-AgML/cabbage_instance_segmentation,image-segmentation,segmentation (directory tag),image or multimodal; inspect dataset card,review_required,mask_ready,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:public-data/sample-images-TADNE,public-data/sample-images-TADNE,Hugging Face Hub,https://huggingface.co/datasets/public-data/sample-images-TADNE,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,Hugging Face Hub,https://huggingface.co/datasets/Qamro/the-Pokemon-Trading-Card-Game-Battle-Challenge-DataSet-Sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:research-centre-rez/synth-rod-instance-segmentation,research-centre-rez/synth-rod-instance-segmentation,Hugging Face Hub,https://huggingface.co/datasets/research-centre-rez/synth-rod-instance-segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""instance segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:instance segmentation,2026-09-06T07:19:42+00:00
huggingface:richfrain/semanticSegmentation,richfrain/semanticSegmentation,Hugging Face Hub,https://huggingface.co/datasets/richfrain/semanticSegmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:richfrain/semanticSegmentationv2,richfrain/semanticSegmentationv2,Hugging Face Hub,https://huggingface.co/datasets/richfrain/semanticSegmentationv2,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:RIW/small-coco,RIW/small-coco,Hugging Face Hub,https://huggingface.co/datasets/RIW/small-coco,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:RIW/small-coco-wm,RIW/small-coco-wm,Hugging Face Hub,https://huggingface.co/datasets/RIW/small-coco-wm,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""coco"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:coco,2026-09-06T07:19:42+00:00
huggingface:ronantakizawa/sampleflip-midi,ronantakizawa/sampleflip-midi,Hugging Face Hub,https://huggingface.co/datasets/ronantakizawa/sampleflip-midi,audio-classification,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:RootCauseAnalytics/Insurance-Library-Sample,RootCauseAnalytics/Insurance-Library-Sample,Hugging Face Hub,https://huggingface.co/datasets/RootCauseAnalytics/Insurance-Library-Sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:ropedia-ai/xperience-10m-sample,ropedia-ai/xperience-10m-sample,Hugging Face Hub,https://huggingface.co/datasets/ropedia-ai/xperience-10m-sample,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-nc-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:Ryukijano/Pothole-detection-Yolov8,Ryukijano/Pothole-detection-Yolov8,Hugging Face Hub,https://huggingface.co/datasets/Ryukijano/Pothole-detection-Yolov8,object-detection,unknown,image or multimodal; inspect dataset card,conversion_required,box_prompt_convertible,openrail,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:RyuNumchon/artery_yolo,RyuNumchon/artery_yolo,Hugging Face Hub,https://huggingface.co/datasets/RyuNumchon/artery_yolo,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,mit,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""yolo"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:yolo,2026-09-06T07:19:42+00:00
huggingface:saadfrh/pv-semantic-segmentation,saadfrh/pv-semantic-segmentation,Hugging Face Hub,https://huggingface.co/datasets/saadfrh/pv-semantic-segmentation,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,apache-2.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""semantic segmentation"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:semantic segmentation,2026-09-06T07:19:42+00:00
huggingface:Sam2021/Arguement_Mining_CL2017,Sam2021/Arguement_Mining_CL2017,Hugging Face Hub,https://huggingface.co/datasets/Sam2021/Arguement_Mining_CL2017,unknown,unknown,image or multimodal; inspect dataset card,review_required,review_required,not declared in API response,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
huggingface:samaya-ai/FrontierFinance,samaya-ai/FrontierFinance,Hugging Face Hub,https://huggingface.co/datasets/samaya-ai/FrontierFinance,question-answering | text-generation,unknown,image or multimodal; inspect dataset card,review_required,review_required,cc-by-4.0,unknown,terms_acceptance_required,inspect dataset card and repository files,P3,"Hugging Face public-directory candidate discovered by query ""sam"".","Directory tags and license fields are unverified metadata. Review the dataset card, files, upstream rights and personal-data risk before any download.",huggingface-api:sam,2026-09-06T07:19:42+00:00
